CAT|CATEGORIA|DIV|DIVISION|GRP|GRUPO|CLA|CLASE|SCL|SUBCLASE|SECTOR
I|HOTELES Y RESTAURANTES|55|SERVICIO DE HOTELES Y RESTAURANTES|552|SERVICIOS DE EXPENDIO DE COMIDAS Y BEBIDAS|5521|SERVICIOS DE EXPENDIO DE BEBIDAS|55219|OTROS SERVICIOS DE EXPENDIO DE BEBIDAS NCP|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|60|SERVICIO DE TRANSPORTE POR VIA TERRESTRE|601|SERVICIO DE TRANSPORTE FERROVIARIO|6010|SERVICIO DE TRANSPORTE FERROVIARIO|60100|SERVICIO DE TRANSPORTE FERROVIARIO|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|60|SERVICIO DE TRANSPORTE POR VIA TERRESTRE|602|OTROS SERVICIOS DE TRANSPORTE POR VIA TERRESTRE|6021|SERVICIOS DE TRANSPORTE AUTOMOTOR REGULAR DE PASAJEROS|60211|SERVICIO DE TRANSPORTE AUTOMOTOR URBANO DE PASAJEROS|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|60|SERVICIO DE TRANSPORTE POR VIA TERRESTRE|602|OTROS SERVICIOS DE TRANSPORTE POR VIA TERRESTRE|6021|SERVICIOS DE TRANSPORTE AUTOMOTOR REGULAR DE PASAJEROS|60212|SERVICIO DE TRANSPORTE AUTOMOTOR SUBURBANO DE PASAJEROS|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|60|SERVICIO DE TRANSPORTE POR VIA TERRESTRE|602|OTROS SERVICIOS DE TRANSPORTE POR VIA TERRESTRE|6022|SERVICIOS DE TRANSPORTE AUTOMOTOR NO REGULAR DE PASAJEROS|60221|SERVICIOS DE ALQUILER DE AUTOMOTORES CON CONDUCTOR|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|60|SERVICIO DE TRANSPORTE POR VIA TERRESTRE|602|OTROS SERVICIOS DE TRANSPORTE POR VIA TERRESTRE|6022|SERVICIOS DE TRANSPORTE AUTOMOTOR NO REGULAR DE PASAJEROS|60222|OTROS SERVICIOS DE TRANSPORTE NO REGULAR DE PASAJEROS|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|60|SERVICIO DE TRANSPORTE POR VIA TERRESTRE|602|OTROS SERVICIOS DE TRANSPORTE POR VIA TERRESTRE|6023|SERVICIO DE TRANSPORTE AUTOMOTOR DE CARGA POR CARRETERA|60230|SERVICIO DE TRANSPORTE AUTOMOTOR DE CARGA POR CARRETERA|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|60|SERVICIO DE TRANSPORTE POR VIA TERRESTRE|603|SERVICIO DE TRANSPORTE POR TUBERIAS|6030|SERVICIO DE TRANSPORTE POR TUBERIAS|60300|SERVICIO DE TRANSPORTE POR TUBERIAS|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|61|TRANSPORTE POR VIA ACUATICA|611|TRANSPORTE MARITIMO Y DE CABOTAJE|6110|TRANSPORTE MARITIMO Y DE CABOTAJE|61100|TRANSPORTE MARITIMO Y DE CABOTAJE|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|61|TRANSPORTE POR VIA ACUATICA|612|TRANSPORTE POR VIAS DE NAVEGACION INTERIORES|6120|TRANSPORTE POR VIAS DE NAVEGACION INTERIORES|61200|TRANSPORTE POR VIAS DE NAVEGACION INTERIORES|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|62|SERVICIO DE TRANSPORTE POR VIA AEREA|621|SERVICIO DE TRANSPORTE REGULAR POR VIA AEREA|6210|SERVICIO DE TRANSPORTE REGULAR POR VIA AEREA|62101|SERVICIO DE TRANSPORTE AEREO REGULAR DE PASAJEROS|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|62|SERVICIO DE TRANSPORTE POR VIA AEREA|621|SERVICIO DE TRANSPORTE REGULAR POR VIA AEREA|6210|SERVICIO DE TRANSPORTE REGULAR POR VIA AEREA|62102|SERVICIO DE TRANSPORTE AEREO REGULAR DE CARGA|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|62|SERVICIO DE TRANSPORTE POR VIA AEREA|622|TRANSPORTE NO REGULAR POR VIA AEREA|6220|TRANSPORTE NO REGULAR POR VIA AEREA|62200|TRANSPORTE NO REGULAR POR VIA AEREA|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|63|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|630|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|6301|SERVICIOS DE MANIPULACION DE LA CARGA|63010|SERVICIOS DE MANIPULACION DE LA CARGA|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|63|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|630|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|6302|SERVICIO DE ALMACENAMIENTO Y DEPOSITO|63020|SERVICIO DE ALMACENAMIENTO Y DEPOSITO|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|63|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|630|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|6303|SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE|63031|SERVICIOS DE EXPLOTACION DE INFRAESTRUCTURA; PEAJES Y OTROS DERECHOS|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|63|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|630|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|6303|SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE|63032|SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE AEREO|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|63|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|630|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|6303|SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE|63033|SERVICIOS COMPLEMENTARIOS PARA EL TRANSPORTE POR AGUA|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|63|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|630|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|6304|SERVICIOS DE AGENCIAS DE VIAJES Y APOYO TURISTICO|63041|SERVICIOS DE AGENCIAS DE VIAJES|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|63|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|630|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|6304|SERVICIOS DE AGENCIAS DE VIAJES Y APOYO TURISTICO|63042|SERVICIOS COMPLEMENTARIOS DE APOYO TURISTICO|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|63|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|630|SERVICIOS COMPLEMENTARIOS Y AUXILIARES DEL TRANSPORTE; ACTIVIDADES DE AGENCIAS DE VIAJES|6309|SERVICIO DE APOYO Y LOGISTICA DE AGENCIAS PARA EL TRANSPORTE DE MERCADERIAS|63090|SERVICIO DE APOYO Y LOGISTICA DE AGENCIAS PARA EL TRANSPORTE DE MERCADERIAS|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|64|SERVICIO DE CORREO Y TELECOMUNICACIONES|641|SERVICIOS POSTALES Y DE CORREOS|6411|SERVICIOS DE CORREO NACIONAL|64110|SERVICIOS DE CORREO NACIONAL|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|64|SERVICIO DE CORREO Y TELECOMUNICACIONES|641|SERVICIOS POSTALES Y DE CORREOS|6412|SERVICIOS DE CORREO DISTINTA A LAS ACTIVIDADES DE CORREO NACIONAL|64120|SERVICIOS DE CORREO DISTINTA A LAS ACTIVIDADES DE CORREO NACIONAL|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|64|SERVICIO DE CORREO Y TELECOMUNICACIONES|642|SERVICIOS DE TELECOMUNICACIONES|6420|SERVICIOS DE TELECOMUNICACIONES|64201|SERVICIOS DE TRANSMISION DE DATOS Y MENSAJES|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|64|SERVICIO DE CORREO Y TELECOMUNICACIONES|642|SERVICIOS DE TELECOMUNICACIONES|6420|SERVICIOS DE TELECOMUNICACIONES|64202|SERVICIO DE TRANSMISION DE RADIO Y TELEVISION|SERVICIO
J|TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES|64|SERVICIO DE CORREO Y TELECOMUNICACIONES|642|SERVICIOS DE TELECOMUNICACIONES|6420|SERVICIOS DE TELECOMUNICACIONES|64209|SERVICIOS DE TRANSMISION DE SONIDO, IMAGENES, DATOS U OTRA INFORMACION NCP|SERVICIO
K|INTERMEDIACION FINANCIERA|65|INTERMEDIACION FINANCIERA, EXCEPTO PLANES DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|651|INTERMEDIACION MONETARIA|6511|SERVICIOS DE LA BANCA CENTRAL|65110|SERVICIOS DE LA BANCA CENTRAL|SERVICIO
K|INTERMEDIACION FINANCIERA|65|INTERMEDIACION FINANCIERA, EXCEPTO PLANES DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|651|INTERMEDIACION MONETARIA|6519|OTROS TIPOS DE INTERMEDIACION MONETARIA|65191|SERVICIOS DE LAS ENTIDADES BANCARIAS|SERVICIO
K|INTERMEDIACION FINANCIERA|65|INTERMEDIACION FINANCIERA, EXCEPTO PLANES DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|651|INTERMEDIACION MONETARIA|6519|OTROS TIPOS DE INTERMEDIACION MONETARIA|65192|SERVICIOS DE LAS CAJAS DE AHORRO Y PRESTAMO|SERVICIO
K|INTERMEDIACION FINANCIERA|65|INTERMEDIACION FINANCIERA, EXCEPTO PLANES DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|651|INTERMEDIACION MONETARIA|6519|OTROS TIPOS DE INTERMEDIACION MONETARIA|65193|SERVICIOS DE LAS COOPERATIVAS DE AHORRO Y CREDITO|SERVICIO
K|INTERMEDIACION FINANCIERA|65|INTERMEDIACION FINANCIERA, EXCEPTO PLANES DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|659|OTROS TIPOS DE INTERMEDIACION FINANCIERA|6591|ARRENDAMIENTO FINANCIERO|65910|ARRENDAMIENTO FINANCIERO|SERVICIO
K|INTERMEDIACION FINANCIERA|65|INTERMEDIACION FINANCIERA, EXCEPTO PLANES DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|659|OTROS TIPOS DE INTERMEDIACION FINANCIERA|6592|OTROS SERVICIOS DE CREDITO|65920|OTROS SERVICIOS DE CREDITO|SERVICIO
K|INTERMEDIACION FINANCIERA|65|INTERMEDIACION FINANCIERA, EXCEPTO PLANES DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|659|OTROS TIPOS DE INTERMEDIACION FINANCIERA|6599|OTRO TIPO DE SERVICIOS DE INTERMEDIACION FINANCIERA NCP|65990|OTRO TIPO DE SERVICIOS DE INTERMEDIACION FINANCIERA NCP|SERVICIO
K|INTERMEDIACION FINANCIERA|66|SERVICIOS DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES, EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA|660|SERVICIOS DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA|6601|SERVICIO DE PLANES DE SEGUROS DE VIDA|66010|SERVICIO DE PLANES DE SEGUROS DE VIDA|SERVICIO
K|INTERMEDIACION FINANCIERA|66|SERVICIOS DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES, EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA|660|SERVICIOS DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA|6602|ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|66020|ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|SERVICIO
K|INTERMEDIACION FINANCIERA|66|SERVICIOS DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES, EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA|660|SERVICIOS DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES EXCEPTO LOS PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA|6603|SERVICIOS DE OTROS PLANES DE SEGUROS EXCEPTO DE VIDA|66030|SERVICIOS DE OTROS PLANES DE SEGUROS EXCEPTO DE VIDA|SERVICIO
K|INTERMEDIACION FINANCIERA|67|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA|671|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA, EXCEPTO LOS SERVICIOS DE PLANES DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|6711|SERVICIOS DE ADMINISTRACION DE MERCADOS FINANCIEROS|67110|SERVICIOS DE ADMINISTRACION DE MERCADOS FINANCIEROS|SERVICIO
K|INTERMEDIACION FINANCIERA|67|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA|671|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA, EXCEPTO LOS SERVICIOS DE PLANES DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|6712|SERVICIOS BURSATILES DE MEDIACION O POR CUENTA DE TERCEROS|67120|SERVICIOS BURSATILES DE MEDIACION O POR CUENTA DE TERCEROS|SERVICIO
K|INTERMEDIACION FINANCIERA|67|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA|671|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA, EXCEPTO LOS SERVICIOS DE PLANES DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|6719|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA NCP|67191|SERVICIOS DE CASAS Y AGENCIAS DE CAMBIO|SERVICIO
K|INTERMEDIACION FINANCIERA|67|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA|671|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA, EXCEPTO LOS SERVICIOS DE PLANES DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|6719|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA NCP|67199|OTROS SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA NCP|SERVICIO
K|INTERMEDIACION FINANCIERA|67|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA|672|SERVICIOS AUXILIARES A LOS SERVICIOS DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|6720|SERVICIOS AUXILIARES A LOS SERVICIOS DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|67201|SERVICIOS AUXILIARES A LOS SERVICIOS DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|SERVICIO
K|INTERMEDIACION FINANCIERA|67|SERVICIOS AUXILIARES DE LA INTERMEDIACION FINANCIERA|672|SERVICIOS AUXILIARES A LOS SERVICIOS DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|6720|SERVICIOS AUXILIARES A LOS SERVICIOS DE SEGUROS Y DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|67202|SERVICIOS AUXILIARES A LOS SERVICIOS DE ADMINISTRACION DE FONDOS DE JUBILACIONES Y PENSIONES|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|70|SERVICIOS INMOBILIARIOS|701|SERVICIOS INMOBILIARIOS REALIZADOS POR CUENTA PROPIA, CON BIENES PROPIOS O ARRENDADOS|7010|SERVICIOS INMOBILIARIOS REALIZADOS POR CUENTA PROPIA, CON BIENES PROPIOS O ARRENDADOS|70100|SERVICIOS INMOBILIARIOS REALIZADOS POR CUENTA PROPIA, CON BIENES PROPIOS O ARRENDADOS|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|70|SERVICIOS INMOBILIARIOS|702|SERVICIOS INMOBILIARIOS REALIZADOS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA|7020|SERVICIOS INMOBILIARIOS REALIZADOS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA|70201|SERVICIOS INMOBILIARIOS DE COMPRA, VENTA Y ALQUILER|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|70|SERVICIOS INMOBILIARIOS|702|SERVICIOS INMOBILIARIOS REALIZADOS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA|7020|SERVICIOS INMOBILIARIOS REALIZADOS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA|70202|SERVICIOS DE ADMINISTRACION INMOBILIARIA DE BIENES INMUEBLES|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|70|SERVICIOS INMOBILIARIOS|702|SERVICIOS INMOBILIARIOS REALIZADOS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA|7020|SERVICIOS INMOBILIARIOS REALIZADOS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA|70203|SERVICIOS DE PROMOCION Y ASESORAMIENTO EN MATERIA INMOBILIARIA|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|71|ALQUILER DE EQUIPO  DE TRANSPORTE,  MAQUINARIA, DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|711|ALQUILER DE EQUIPO DE TRANSPORTE|7111|ALQUILER DE EQUIPO DE TRANSPORTE POR VIA TERRESTRE SIN PERSONAL|71110|ALQUILER DE EQUIPO DE TRANSPORTE POR VIA TERRESTRE SIN PERSONAL|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|71|ALQUILER DE EQUIPO  DE TRANSPORTE,  MAQUINARIA, DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|711|ALQUILER DE EQUIPO DE TRANSPORTE|7112|ALQUILER DE EQUIPO DE TRANSPORTE POR VIA ACUATICA SIN PERSONAL|71120|ALQUILER DE EQUIPO DE TRANSPORTE POR VIA ACUATICA SIN PERSONAL|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|71|ALQUILER DE EQUIPO  DE TRANSPORTE,  MAQUINARIA, DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|711|ALQUILER DE EQUIPO DE TRANSPORTE|7113|ALQUILER DE EQUIPO DE TRANSPORTE POR VIA AEREA SIN PERSONAL NI TRIPULACION|71130|ALQUILER DE EQUIPO DE TRANSPORTE POR VIA AEREA SIN PERSONAL NI TRIPULACION|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|71|ALQUILER DE EQUIPO  DE TRANSPORTE,  MAQUINARIA, DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|712|ALQUILER DE MAQUINARIA Y EQUIPO|7121|ALQUILER DE MAQUINARIA Y EQUIPO AGROPECUARIO SIN PERSONAL|71210|ALQUILER DE MAQUINARIA Y EQUIPO AGROPECUARIO SIN PERSONAL|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|71|ALQUILER DE EQUIPO  DE TRANSPORTE,  MAQUINARIA, DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|712|ALQUILER DE MAQUINARIA Y EQUIPO|7122|ALQUILER DE MAQUINARIA Y EQUIPO DE CONSTRUCCION E INGENIERIA CIVIL SIN PERSONAL|71220|ALQUILER DE MAQUINARIA Y EQUIPO DE CONSTRUCCION E INGENIERIA CIVIL SIN PERSONAL|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|71|ALQUILER DE EQUIPO  DE TRANSPORTE,  MAQUINARIA, DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|712|ALQUILER DE MAQUINARIA Y EQUIPO|7123|ALQUILER DE MAQUINARIA Y EQUIPO DE OFICINA (INCLUSO COMPUTADORAS)|71230|ALQUILER DE MAQUINARIA Y EQUIPO DE OFICINA (INCLUSO COMPUTADORAS)|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|71|ALQUILER DE EQUIPO  DE TRANSPORTE,  MAQUINARIA, DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|712|ALQUILER DE MAQUINARIA Y EQUIPO|7129|ALQUILER DE OTROS TIPOS DE MAQUINARIA Y EQUIPO SIN PERSONAL NCP|71290|ALQUILER DE OTROS TIPOS DE MAQUINARIA Y EQUIPO SIN PERSONAL NCP|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|71|ALQUILER DE EQUIPO  DE TRANSPORTE,  MAQUINARIA, DE EFECTOS PERSONALES Y ENSERES DOMESTICOS|713|ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMESTICOS NCP|7130|ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMESTICOS NCP|71300|ALQUILER DE EFECTOS PERSONALES Y ENSERES DOMESTICOS NCP|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|72|SERVICIOS INFORMATICOS Y ACTIVIDADES CONEXAS|721|SERVICIOS DE CONSULTORES EN EQUIPO DE INFORMATICA|7210|SERVICIOS DE CONSULTORES EN EQUIPO DE INFORMATICA|72100|SERVICIOS DE CONSULTORES EN EQUIPO DE INFORMATICA|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|72|SERVICIOS INFORMATICOS Y ACTIVIDADES CONEXAS|722|SERVICIOS DE CONSULTORES EN INFORMATICA Y SUMINISTRO DE PROGRAMAS DE INFORMATICA|7220|SERVICIOS DE CONSULTORES EN INFORMATICA Y SUMINISTRO DE PROGRAMAS DE INFORMATICA|72200|SERVICIOS DE CONSULTORES EN INFORMATICA Y SUMINISTRO DE PROGRAMAS DE INFORMATICA|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|72|SERVICIOS INFORMATICOS Y ACTIVIDADES CONEXAS|723|PROCESAMIENTO DE DATOS|7230|PROCESAMIENTO DE DATOS|72300|PROCESAMIENTO DE DATOS|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|72|SERVICIOS INFORMATICOS Y ACTIVIDADES CONEXAS|724|SERVICIOS RELACIONADOS CON BASES DE DATOS|7240|SERVICIOS RELACIONADOS CON BASES DE DATOS|72400|SERVICIOS RELACIONADOS CON BASES DE DATOS|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|72|SERVICIOS INFORMATICOS Y ACTIVIDADES CONEXAS|725|SERVICIOS DE MANTENIMIENTO Y REPARACION DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMATICA|7250|SERVICIOS DE MANTENIMIENTO Y REPARACION DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMATICA|72500|SERVICIOS DE MANTENIMIENTO Y REPARACION DE MAQUINARIA DE OFICINA, CONTABILIDAD E INFORMATICA|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|72|SERVICIOS INFORMATICOS Y ACTIVIDADES CONEXAS|729|OTRAS ACTIVIDADES DE INFORMATICA|7290|OTRAS ACTIVIDADES DE INFORMATICA|72900|OTRAS ACTIVIDADES DE INFORMATICA|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|73|INVESTIGACION Y DESARROLLO|731|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERIA|7310|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERIA|73101|SERVICIO DE INVESTIGACION Y DESARROLLO EN  CIENCIAS NATURALES|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|73|INVESTIGACION Y DESARROLLO|731|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERIA|7310|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERIA|73102|SERVICIO DE INVESTIGACION Y DESARROLLO EN INGENIERIA|SERVICIO
L|SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER|73|INVESTIGACION Y DESARROLLO|732|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES|7320|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES|73200|INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES|SERVICIO
