CAT|CATEGORIA|DIV|DIVISION|GRP|GRUPO|CLA|CLASE|SCL|SUBCLASE|SECTOR
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0111|CULTIVO DE CEREALES Y OTROS CULTIVOS|01111|CULTIVO DE CEREALES|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0111|CULTIVO DE CEREALES Y OTROS CULTIVOS|01112|CULTIVO DE OLEAGINOSAS|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0111|CULTIVO DE CEREALES Y OTROS CULTIVOS|01113|CULTIVOS SACARINOS|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0111|CULTIVO DE CEREALES Y OTROS CULTIVOS|01114|CULTIVO DE PLANTAS PARA LA OBTENCION DE FIBRAS|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0111|CULTIVO DE CEREALES Y OTROS CULTIVOS|01115|CULTIVO FORRAJERO (PARA EL PASTOREO O LA HENIFICACION, FORRAJE VERDE O ENSILAJE)|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0111|CULTIVO DE CEREALES Y OTROS CULTIVOS|01119|OTROS CULTIVOS NCP|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0112|CULTIVO DE HORTALIZAS, LEGUMBRES, FLORES Y PLANTAS ORNAMENTALES|01121|CULTIVO DE HORTALIZAS DE RAIZ Y TUBERCULO|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0112|CULTIVO DE HORTALIZAS, LEGUMBRES, FLORES Y PLANTAS ORNAMENTALES|01122|CULTIVO DE HORTALIZAS DE FLOR Y FRUTO|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0112|CULTIVO DE HORTALIZAS, LEGUMBRES, FLORES Y PLANTAS ORNAMENTALES|01123|CULTIVO DE HORTALIZAS DE HOJA|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0112|CULTIVO DE HORTALIZAS, LEGUMBRES, FLORES Y PLANTAS ORNAMENTALES|01124|CULTIVO DE HORTALIZAS DE BULBO|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0112|CULTIVO DE HORTALIZAS, LEGUMBRES, FLORES Y PLANTAS ORNAMENTALES|01125|CULTIVO DE LEGUMBRES|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0112|CULTIVO DE HORTALIZAS, LEGUMBRES, FLORES Y PLANTAS ORNAMENTALES|01126|CULTIVO DE FLORES Y PLANTAS ORNAMENTALES|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0112|CULTIVO DE HORTALIZAS, LEGUMBRES, FLORES Y PLANTAS ORNAMENTALES|01127|PRODUCCION DE SEMILLAS Y OTRAS FORMAS DE PROPAGACION DE CULTIVOS AGRICOLAS|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0112|CULTIVO DE HORTALIZAS, LEGUMBRES, FLORES Y PLANTAS ORNAMENTALES|01129|OTROS CULTIVOS DE HORTALIZAS, LEGUMBRES Y ESPECIALIDADES HORTICOLAS Y RECOLECCIONES NCP|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0113|CULTIVO DE FRUTAS;  PLANTAS CUYAS HOJAS O FRUTAS SE UTILIZAN PARA PREPARAR BEBIDAS Y ESPECIAS|01131|CULTIVO DE FRUTAS DE CAROZO|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0113|CULTIVO DE FRUTAS;  PLANTAS CUYAS HOJAS O FRUTAS SE UTILIZAN PARA PREPARAR BEBIDAS Y ESPECIAS|01132|CULTIVO DE FRUTAS CITRICAS|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0113|CULTIVO DE FRUTAS;  PLANTAS CUYAS HOJAS O FRUTAS SE UTILIZAN PARA PREPARAR BEBIDAS Y ESPECIAS|01133|CULTIVO DE FRUTAS DE PEPITA|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0113|CULTIVO DE FRUTAS;  PLANTAS CUYAS HOJAS O FRUTAS SE UTILIZAN PARA PREPARAR BEBIDAS Y ESPECIAS|01134|CULTIVO DE FRUTAS SECAS|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0113|CULTIVO DE FRUTAS;  PLANTAS CUYAS HOJAS O FRUTAS SE UTILIZAN PARA PREPARAR BEBIDAS Y ESPECIAS|01135|CULTIVOS DE PLANTAS PARA BEBIDAS Y ESTIMULANTES|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0113|CULTIVO DE FRUTAS;  PLANTAS CUYAS HOJAS O FRUTAS SE UTILIZAN PARA PREPARAR BEBIDAS Y ESPECIAS|01136|CULTIVO DE ESPECIAS Y DE PLANTAS AROMATICAS Y MEDICINALES|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|011|CULTIVOS Y PRODUCCION AGRICOLA EN GENERAL|0113|CULTIVO DE FRUTAS;  PLANTAS CUYAS HOJAS O FRUTAS SE UTILIZAN PARA PREPARAR BEBIDAS Y ESPECIAS|01139|OTRAS FRUTAS CULTIVADAS NCP|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|012|CRIA DE ANIMALES|0121|CRIA DE GANADO Y PRODUCCION DE LECHE CRUDA|01211|CRIA DE GANADO VACUNO|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|012|CRIA DE ANIMALES|0121|CRIA DE GANADO Y PRODUCCION DE LECHE CRUDA|01212|CRIA DE GANADO OVINO, CAPRINO, Y EQUINOS|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|012|CRIA DE ANIMALES|0121|CRIA DE GANADO Y PRODUCCION DE LECHE CRUDA|01213|CRIA DE GANADO CAMELIDO|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|012|CRIA DE ANIMALES|0121|CRIA DE GANADO Y PRODUCCION DE LECHE CRUDA|01214|PRODUCCION DE LECHE  CRUDA|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|012|CRIA DE ANIMALES|0121|CRIA DE GANADO Y PRODUCCION DE LECHE CRUDA|01215|PRODUCCION DE LANA, FIBRA, PELO DE ANIMALES (ESQUILA)|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|012|CRIA DE ANIMALES|0122|CRIA DE OTROS ANIMALES Y ELABORACION DE PRODUCTOS ANIMALES NCP|01221|CRIA DE AVES|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|012|CRIA DE ANIMALES|0122|CRIA DE OTROS ANIMALES Y ELABORACION DE PRODUCTOS ANIMALES NCP|01222|CRIA DE GANADO PORCINO|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|012|CRIA DE ANIMALES|0122|CRIA DE OTROS ANIMALES Y ELABORACION DE PRODUCTOS ANIMALES NCP|01223|PRODUCCION DE HUEVOS|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|012|CRIA DE ANIMALES|0122|CRIA DE OTROS ANIMALES Y ELABORACION DE PRODUCTOS ANIMALES NCP|01224|APICULTURA|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|012|CRIA DE ANIMALES|0122|CRIA DE OTROS ANIMALES Y ELABORACION DE PRODUCTOS ANIMALES NCP|01229|CRIA DE ANIMALES Y OBTENCION DE PRODUCTOS DE ORIGEN ANIMAL NCP|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|013|CULTIVO DE PRODUCTOS AGRICOLAS EN COMBINACION CON LA CRIA DE ANIMALES (EXPLOTACION MIXTA)|0130|CULTIVOS DE PRODUCTOS AGRICOLAS EN COMBINACION CON LA CRIA DE ANIMALES (EXPLOTACION MIXTA)|01300|CULTIVOS DE PRODUCTOS AGRICOLAS EN COMBINACION CON LA CRIA DE ANIMALES (EXPLOTACION MIXTA)|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|014|ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS, EXCEPTO LAS ACTIVIDADES VETERINARIAS|0140|ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS, EXCEPTO LAS ACTIVIDADES VETERINARIAS|01401|ACTIVIDADES DE SERVICIOS AGRICOLAS|PRODUCTIVO
A|AGRICULTURA Y GANADERIA|01|AGRICULTURA, GANADERIA Y SERVICIOS CONEXOS|014|ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS, EXCEPTO LAS ACTIVIDADES VETERINARIAS|0140|ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS, EXCEPTO LAS ACTIVIDADES VETERINARIAS|01402|ACTIVIDADES DE SERVICIOS GANADEROS, EXCEPTO LAS ACTIVIDADES VETERINARIAS|PRODUCTIVO
B|CAZA, SILVICULTURA Y PESCA|02|CAZA Y CAPTURA DE ANIMALES VIVOS, REPOBLACION DE ANIMALES DE CAZA Y SERVICIOS CONEXOS|020|CAZA  Y CAPTURA DE ANIMALES VIVOS, REPOBLACION  DE ANIMALES DE CAZA Y SERVICIOS CONEXOS|0200|CAZA  Y CAPTURA DE ANIMALES VIVOS, REPOBLACION  DE ANIMALES DE CAZA Y SERVICIOS CONEXOS|02001|CAZA  Y CAPTURA DE ANIMALES VIVOS Y REPOBLACION  DE ANIMALES DE CAZA Y SERVICIOS CONEXOS|PRODUCTIVO
B|CAZA, SILVICULTURA Y PESCA|02|CAZA Y CAPTURA DE ANIMALES VIVOS, REPOBLACION DE ANIMALES DE CAZA Y SERVICIOS CONEXOS|020|CAZA  Y CAPTURA DE ANIMALES VIVOS, REPOBLACION  DE ANIMALES DE CAZA Y SERVICIOS CONEXOS|0200|CAZA  Y CAPTURA DE ANIMALES VIVOS, REPOBLACION  DE ANIMALES DE CAZA Y SERVICIOS CONEXOS|02002|SERVICIOS PARA LA CAZA|PRODUCTIVO
B|CAZA, SILVICULTURA Y PESCA|03|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|030|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|0300|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|03001|EXTRACCION DE PRODUCTOS FORESTALES DE BOSQUES CULTIVADOS|PRODUCTIVO
B|CAZA, SILVICULTURA Y PESCA|03|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|030|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|0300|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|03002|EXTRACCION DE PRODUCTOS FORESTALES DE BOSQUES NATIVOS|PRODUCTIVO
B|CAZA, SILVICULTURA Y PESCA|03|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|030|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|0300|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|03003|RECOLECCION DE PRODUCTOS FORESTALES SILVESTRES|PRODUCTIVO
B|CAZA, SILVICULTURA Y PESCA|03|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|030|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|0300|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|03004|SERVICIOS FORESTALES DE EXTRACCION DE MADERA|PRODUCTIVO
B|CAZA, SILVICULTURA Y PESCA|03|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|030|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|0300|SILVICULTURA, EXTRACCION DE MADERA Y ACTIVIDADES DE SERVICIOS CONEXAS|03009|OTROS SERVICIOS FORESTALES|PRODUCTIVO
B|CAZA, SILVICULTURA Y PESCA|05|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA PESCA|050|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; Y DE SERVICIOS RELACIONADOS CON LA PESCA|0500|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; Y DE SERVICIOS RELACIONADOS CON LA PESCA|05001|PESCA  LACUSTRE|PRODUCTIVO
B|CAZA, SILVICULTURA Y PESCA|05|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA PESCA|050|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; Y DE SERVICIOS RELACIONADOS CON LA PESCA|0500|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; Y DE SERVICIOS RELACIONADOS CON LA PESCA|05002|PESCA FLUVIAL|PRODUCTIVO
B|CAZA, SILVICULTURA Y PESCA|05|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA PESCA|050|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; Y DE SERVICIOS RELACIONADOS CON LA PESCA|0500|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; Y DE SERVICIOS RELACIONADOS CON LA PESCA|05003|EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS|PRODUCTIVO
B|CAZA, SILVICULTURA Y PESCA|05|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA PESCA|050|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; Y DE SERVICIOS RELACIONADOS CON LA PESCA|0500|PESCA, EXPLOTACION DE CRIADEROS DE PECES Y GRANJAS PISCICOLAS; Y DE SERVICIOS RELACIONADOS CON LA PESCA|05004|ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA PESCA|PRODUCTIVO
C|EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL|11|EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL Y  ACTIVIDADES DE SERVICIOS RELACIONADOS|111|EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL|1110|EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL|11100|EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL|PRODUCTIVO
C|EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL|11|EXTRACCION DE PETROLEO CRUDO Y GAS NATURAL Y  ACTIVIDADES DE SERVICIOS RELACIONADOS|112|ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA EXTRACCION DE PETROLEO Y GAS, EXCEPTO LAS ACTIVIDADES DE PROSPECCION|1120|ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA EXTRACCION DE PETROLEO Y GAS, EXCEPTO LAS ACTIVIDADES DE PROSPECCION|11200|ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA EXTRACCION DE PETROLEO Y GAS, EXCEPTO LAS ACTIVIDADES DE PROSPECCION|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|10|EXTRACCION DE CARBON Y LIGNITO;  EXTRACCION DE TURBA|101|EXTRACCION Y AGLOMERACION DE CARBON DE PIEDRA|1010|EXTRACCION Y AGLOMERACION DE CARBON DE PIEDRA|10100|EXTRACCION Y AGLOMERACION DE CARBON DE PIEDRA|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|10|EXTRACCION DE CARBON Y LIGNITO;  EXTRACCION DE TURBA|102|EXTRACCION Y AGLOMERACION DE LIGNITO|1020|EXTRACCION Y AGLOMERACION DE LIGNITO|10200|EXTRACCION Y AGLOMERACION DE LIGNITO|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|10|EXTRACCION DE CARBON Y LIGNITO;  EXTRACCION DE TURBA|103|EXTRACCION Y AGLOMERACION DE TURBA|1030|EXTRACCION Y AGLOMERACION DE TURBA|10300|EXTRACCION Y AGLOMERACION DE TURBA|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|12|EXTRACCION DE MINERALES DE URANIO Y TORIO|120|EXTRACCION DE MINERALES DE URANIO Y TORIO|1200|EXTRACCION DE MINERALES DE URANIO Y TORIO|12000|EXTRACCION DE MINERALES DE URANIO Y TORIO|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|13|EXTRACCION DE MINERALES METALICOS|131|EXTRACCION DE MINERALES DE HIERRO|1310|EXTRACCION DE MINERALES DE HIERRO|13100|EXTRACCION DE MINERALES DE HIERRO|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|13|EXTRACCION DE MINERALES METALICOS|132|EXTRACCION DE MINERALES METALICOS NO FERROSOS, EXCEPTO MINERALES DE URANIO Y TORIO|1320|EXTRACCION DE MINERALES METALICOS NO FERROSOS, EXCEPTO MINERALES DE URANIO Y TORIO|13201|EXTRACCION DE MINERALES METALICOS NO FERROSOS, EXCEPTO LOS MINERALES DE URANIO Y TORIO|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|13|EXTRACCION DE MINERALES METALICOS|132|EXTRACCION DE MINERALES METALICOS NO FERROSOS, EXCEPTO MINERALES DE URANIO Y TORIO|1320|EXTRACCION DE MINERALES METALICOS NO FERROSOS, EXCEPTO MINERALES DE URANIO Y TORIO|13202|EXTRACCION DE METALES PRECIOSOS|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|14|EXPLOTACION DE OTRAS MINAS Y CANTERAS|141|EXTRACCION DE PIEDRA, ARENA Y ARCILLA|1410|EXTRACCION DE PIEDRA, ARENA Y ARCILLA|14101|EXTRACCION DE PIEDRAS|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|14|EXPLOTACION DE OTRAS MINAS Y CANTERAS|141|EXTRACCION DE PIEDRA, ARENA Y ARCILLA|1410|EXTRACCION DE PIEDRA, ARENA Y ARCILLA|14102|EXTRACCION DE ARENAS|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|14|EXPLOTACION DE OTRAS MINAS Y CANTERAS|141|EXTRACCION DE PIEDRA, ARENA Y ARCILLA|1410|EXTRACCION DE PIEDRA, ARENA Y ARCILLA|14103|EXTRACCION DE ARCILLA|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|14|EXPLOTACION DE OTRAS MINAS Y CANTERAS|141|EXTRACCION DE PIEDRA, ARENA Y ARCILLA|1410|EXTRACCION DE PIEDRA, ARENA Y ARCILLA|14104|EXTRACCION DE PIEDRAS ORNAMENTALES|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|14|EXPLOTACION DE OTRAS MINAS Y CANTERAS|142|EXPLOTACION DE MINAS Y CANTERAS NCP|1421|EXTRACCION DE MINERALES PARA LA FABRICACION DE ABONOS Y PRODUCTOS QUIMICOS|14211|EXTRACCION DE MINERALES PARA LA FABRICACION DE ABONOS|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|14|EXPLOTACION DE OTRAS MINAS Y CANTERAS|142|EXPLOTACION DE MINAS Y CANTERAS NCP|1421|EXTRACCION DE MINERALES PARA LA FABRICACION DE ABONOS Y PRODUCTOS QUIMICOS|14212|EXTRACCION DE MINERALES PARA LA FABRICACION DE PRODUCTOS QUIMICOS|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|14|EXPLOTACION DE OTRAS MINAS Y CANTERAS|142|EXPLOTACION DE MINAS Y CANTERAS NCP|1422|EXTRACCION DE SAL|14220|EXTRACCION DE SAL|PRODUCTIVO
D|MINERALES METALICOS Y NO METALICOS|14|EXPLOTACION DE OTRAS MINAS Y CANTERAS|142|EXPLOTACION DE MINAS Y CANTERAS NCP|1429|EXPLOTACION DE OTRAS MINAS Y CANTERAS NCP|14290|EXPLOTACION DE OTRAS MINAS Y CANTERAS NCP|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1511|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS|15111|MATANZA DE GANADO BOVINO Y PROCESAMIENTO DE SU CARNE|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1511|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS|15112|PRODUCCION Y PROCESAMIENTO DE CARNE DE AVES DE CORRAL|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1511|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS|15113|ELABORACION DE FIAMBRES Y EMBUTIDOS|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1511|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS|15114|MATANZA DE GANADO EXCEPTO EL BOVINO Y PROCESAMIENTO DE SU CARNE|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1511|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS|15119|ELABORACION DE SUBPRODUCTOS CARNICOS NCP|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1512|ELABORACION Y CONSERVACION DE PESCADO Y PRODUCTOS DE PESCADO|15120|ELABORACION Y CONSERVACION DE PESCADO Y PRODUCTOS DE PESCADO|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1513|PREPARACION, ELABORACION Y CONSERVACION DE FRUTAS, LEGUMBRES Y HORTALIZAS|15131|PREPARACION DE CONSERVAS DE FRUTAS, HORTALIZAS Y LEGUMBRES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1513|PREPARACION, ELABORACION Y CONSERVACION DE FRUTAS, LEGUMBRES Y HORTALIZAS|15132|ELABORACION DE JUGOS NATURALES Y SUS CONCENTRADOS, DE FRUTAS, HORTALIZAS Y LEGUMBRES|PRODUCTIVO
E|INDUSTRIA MANUFACTURERA|15|ELABORACION DE PRODUCTOS ALIMENTICIOS Y BEBIDAS|151|PRODUCCION, PROCESAMIENTO Y CONSERVACION DE CARNE, PESCADO, FRUTAS, LEGUMBRES, HORTALIZAS, ACEITES Y GRASAS|1513|PREPARACION, ELABORACION Y CONSERVACION DE FRUTAS, LEGUMBRES Y HORTALIZAS|15133|ELABORACION DE PULPAS, JALEAS, DULCES Y MERMELADAS OBTENIDOS POR COCCION|PRODUCTIVO
